device, pi
C4-04-15-22-DF-C4 = -81
F0-25-72-12-0B-F0 = -65
F0-25-72-12-0B-F2 = -63
F0-25-72-12-0B-F4 = -63
F0-25-72-12-0B-F6 = -65
F0-25-72-70-4B-54 = -81
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -53
F0-25-72-70-BD-46 = -55
F0-25-72-7D-0D-B0 = -59
F0-25-72-7D-0D-B2 = -57
F0-25-72-7D-0D-B4 = -57
F0-25-72-7D-0D-B6 = -55
F0-25-72-7D-70-A4 = -69
F0-25-72-7D-70-A6 = -65
F0-25-72-7D-75-22 = -69
F0-25-72-7D-75-26 = -67
F0-25-72-7D-79-00 = -75
F0-25-72-7D-79-02 = -75
F0-25-72-7D-79-04 = -77
F0-25-72-7D-79-06 = -75
F0-25-72-7D-88-F2 = -75
F0-25-72-7D-88-F6 = -75
F0-25-72-7D-AB-C0 = -49
F0-25-72-7D-AB-C2 = -51
F0-25-72-7D-AB-C4 = -51
F0-25-72-7D-AB-C6 = -49
F0-25-72-7D-FC-50 = -49
F0-25-72-7D-FC-52 = -49
F0-25-72-7D-FC-54 = -49
F0-25-72-7D-FC-56 = -51
---------------------
00-0C-41-68-6E-E2 = -77
00-18-F8-C9-99-96 = -77
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F0 = -69
F0-25-72-12-0B-F2 = -69
F0-25-72-12-0B-F4 = -69
F0-25-72-12-0B-F6 = -67
F0-25-72-70-4B-54 = -81
F0-25-72-70-4B-56 = -79
F0-25-72-70-BD-44 = -51
F0-25-72-7D-0D-B0 = -57
F0-25-72-7D-0D-B2 = -59
F0-25-72-7D-0D-B4 = -59
F0-25-72-7D-0D-B6 = -59
F0-25-72-7D-70-A0 = -65
F0-25-72-7D-70-A2 = -65
F0-25-72-7D-70-A4 = -69
F0-25-72-7D-70-A6 = -67
F0-25-72-7D-75-20 = -67
F0-25-72-7D-75-24 = -65
F0-25-72-7D-75-26 = -67
F0-25-72-7D-79-00 = -75
F0-25-72-7D-79-02 = -73
F0-25-72-7D-79-04 = -77
F0-25-72-7D-79-06 = -77
F0-25-72-7D-88-F0 = -73
F0-25-72-7D-AB-C0 = -45
F0-25-72-7D-AB-C2 = -45
F0-25-72-7D-AB-C4 = -45
F0-25-72-7D-AB-C6 = -45
F0-25-72-7D-AB-D0 = -75
F0-25-72-7D-AB-D4 = -77
F0-25-72-7D-AB-D6 = -75
F0-25-72-7D-FC-50 = -47
F0-25-72-7D-FC-52 = -45
F0-25-72-7D-FC-54 = -45
F0-25-72-7D-FC-56 = -45
---------------------
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -69
C4-04-15-22-DF-C4 = -81
F0-25-72-12-0B-F0 = -67
F0-25-72-12-0B-F2 = -67
F0-25-72-12-0B-F4 = -67
F0-25-72-12-0B-F6 = -67
F0-25-72-70-4B-56 = -79
F0-25-72-70-BD-40 = -53
F0-25-72-70-BD-42 = -53
F0-25-72-70-BD-44 = -53
F0-25-72-70-BD-46 = -53
F0-25-72-7D-0D-B2 = -57
F0-25-72-7D-0D-B4 = -57
F0-25-72-7D-0D-B6 = -57
F0-25-72-7D-70-A0 = -65
F0-25-72-7D-70-A2 = -65
F0-25-72-7D-70-A4 = -69
F0-25-72-7D-70-A6 = -69
F0-25-72-7D-75-20 = -67
F0-25-72-7D-75-22 = -67
F0-25-72-7D-75-24 = -67
F0-25-72-7D-75-26 = -69
F0-25-72-7D-79-02 = -79
F0-25-72-7D-79-04 = -77
F0-25-72-7D-79-06 = -77
F0-25-72-7D-88-F2 = -73
F0-25-72-7D-88-F4 = -73
F0-25-72-7D-AB-C0 = -51
F0-25-72-7D-AB-C2 = -53
F0-25-72-7D-AB-C4 = -51
F0-25-72-7D-AB-C6 = -53
F0-25-72-7D-AB-D6 = -77
F0-25-72-7D-FC-50 = -51
F0-25-72-7D-FC-52 = -51
F0-25-72-7D-FC-54 = -45
F0-25-72-7D-FC-56 = -51
---------------------
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -69
C4-04-15-22-DF-C4 = -81
F0-25-72-12-0B-F0 = -67
F0-25-72-12-0B-F2 = -67
F0-25-72-12-0B-F4 = -65
F0-25-72-12-0B-F6 = -67
F0-25-72-70-4B-50 = -79
F0-25-72-70-BD-40 = -51
F0-25-72-70-BD-42 = -51
F0-25-72-70-BD-44 = -51
F0-25-72-70-BD-46 = -53
F0-25-72-7D-0D-B0 = -57
F0-25-72-7D-0D-B2 = -57
F0-25-72-7D-0D-B4 = -57
F0-25-72-7D-0D-B6 = -57
F0-25-72-7D-70-A0 = -67
F0-25-72-7D-70-A4 = -67
F0-25-72-7D-70-A6 = -69
F0-25-72-7D-75-22 = -69
F0-25-72-7D-75-24 = -63
F0-25-72-7D-75-26 = -67
F0-25-72-7D-79-00 = -75
F0-25-72-7D-79-02 = -75
F0-25-72-7D-79-04 = -77
F0-25-72-7D-79-06 = -75
F0-25-72-7D-88-F2 = -73
F0-25-72-7D-88-F4 = -75
F0-25-72-7D-AB-C0 = -45
F0-25-72-7D-AB-C2 = -47
F0-25-72-7D-AB-C4 = -61
F0-25-72-7D-AB-C6 = -47
F0-25-72-7D-FC-50 = -49
F0-25-72-7D-FC-52 = -47
F0-25-72-7D-FC-54 = -47
F0-25-72-7D-FC-56 = -49
---------------------
========== [FLAGGED] =============
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -75
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F2 = -73
F0-25-72-12-0B-F4 = -71
F0-25-72-12-0B-F6 = -73
F0-25-72-70-BD-40 = -51
F0-25-72-70-BD-42 = -51
F0-25-72-70-BD-44 = -51
F0-25-72-70-BD-46 = -51
F0-25-72-7D-0D-B2 = -55
F0-25-72-7D-0D-B4 = -55
F0-25-72-7D-0D-B6 = -55
F0-25-72-7D-70-A4 = -67
F0-25-72-7D-75-20 = -65
F0-25-72-7D-75-22 = -65
F0-25-72-7D-75-24 = -65
F0-25-72-7D-75-26 = -67
F0-25-72-7D-7C-A6 = -79
F0-25-72-7D-88-F4 = -67
F0-25-72-7D-88-F6 = -69
F0-25-72-7D-AB-C0 = -47
F0-25-72-7D-AB-C2 = -49
F0-25-72-7D-AB-C4 = -49
F0-25-72-7D-AB-C6 = -49
F0-25-72-7D-FC-50 = -47
F0-25-72-7D-FC-52 = -55
F0-25-72-7D-FC-54 = -47
F0-25-72-7D-FC-56 = -47
---------------------
00-0C-41-68-6E-E2 = -75
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -71
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F2 = -69
F0-25-72-12-0B-F4 = -69
F0-25-72-12-0B-F6 = -67
F0-25-72-70-4B-52 = -79
F0-25-72-70-4B-54 = -79
F0-25-72-70-BD-40 = -51
F0-25-72-70-BD-42 = -51
F0-25-72-70-BD-44 = -55
F0-25-72-70-BD-46 = -55
F0-25-72-7D-0D-B0 = -55
F0-25-72-7D-0D-B2 = -57
F0-25-72-7D-0D-B4 = -57
F0-25-72-7D-0D-B6 = -57
F0-25-72-7D-70-A0 = -65
F0-25-72-7D-70-A4 = -67
F0-25-72-7D-75-20 = -63
F0-25-72-7D-75-22 = -63
F0-25-72-7D-75-24 = -63
F0-25-72-7D-75-26 = -65
F0-25-72-7D-7C-A6 = -79
F0-25-72-7D-88-F2 = -65
F0-25-72-7D-88-F4 = -65
F0-25-72-7D-88-F6 = -65
F0-25-72-7D-AB-C0 = -49
F0-25-72-7D-AB-C2 = -47
F0-25-72-7D-AB-C4 = -49
F0-25-72-7D-AB-C6 = -49
F0-25-72-7D-FC-50 = -53
F0-25-72-7D-FC-52 = -53
F0-25-72-7D-FC-54 = -53
F0-25-72-7D-FC-56 = -53
---------------------
00-18-F8-C9-99-96 = -75
6C-B0-CE-ED-2B-BB = -73
C4-04-15-22-DF-C4 = -81
F0-25-72-12-0B-F2 = -69
F0-25-72-12-0B-F4 = -69
F0-25-72-12-0B-F6 = -69
F0-25-72-70-4B-52 = -79
F0-25-72-70-4B-54 = -79
F0-25-72-70-BD-40 = -53
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -55
F0-25-72-70-BD-46 = -55
F0-25-72-7D-0D-B0 = -55
F0-25-72-7D-0D-B2 = -55
F0-25-72-7D-0D-B4 = -55
F0-25-72-7D-0D-B6 = -55
F0-25-72-7D-70-A0 = -65
F0-25-72-7D-70-A4 = -63
F0-25-72-7D-75-20 = -67
F0-25-72-7D-75-22 = -63
F0-25-72-7D-75-24 = -67
F0-25-72-7D-75-26 = -65
F0-25-72-7D-88-F2 = -59
F0-25-72-7D-88-F4 = -61
F0-25-72-7D-88-F6 = -59
F0-25-72-7D-AB-C0 = -49
F0-25-72-7D-AB-C2 = -49
F0-25-72-7D-AB-C4 = -51
F0-25-72-7D-AB-C6 = -49
F0-25-72-7D-AB-D2 = -75
F0-25-72-7D-AB-D4 = -75
F0-25-72-7D-AB-D6 = -75
F0-25-72-7D-C5-C0 = -71
F0-25-72-7D-FC-50 = -53
F0-25-72-7D-FC-52 = -51
F0-25-72-7D-FC-54 = -53
F0-25-72-7D-FC-56 = -51
---------------------
00-0C-41-68-6E-E2 = -77
00-18-F8-C9-99-96 = -75
6C-B0-CE-ED-2B-BB = -73
C4-04-15-22-DF-C4 = -81
F0-25-72-12-0B-F2 = -71
F0-25-72-12-0B-F4 = -71
F0-25-72-12-0B-F6 = -69
F0-25-72-70-BD-40 = -57
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -55
F0-25-72-70-BD-46 = -55
F0-25-72-7D-0D-B2 = -55
F0-25-72-7D-0D-B4 = -55
F0-25-72-7D-0D-B6 = -55
F0-25-72-7D-70-A4 = -63
F0-25-72-7D-70-A6 = -63
F0-25-72-7D-75-20 = -69
F0-25-72-7D-75-24 = -67
F0-25-72-7D-88-F0 = -59
F0-25-72-7D-88-F2 = -59
F0-25-72-7D-88-F4 = -61
F0-25-72-7D-88-F6 = -59
F0-25-72-7D-AB-C0 = -49
F0-25-72-7D-AB-C2 = -47
F0-25-72-7D-AB-C4 = -49
F0-25-72-7D-AB-C6 = -49
F0-25-72-7D-AB-D4 = -73
F0-25-72-7D-AB-D6 = -75
F0-25-72-7D-FC-52 = -51
F0-25-72-7D-FC-54 = -53
F0-25-72-7D-FC-56 = -51
---------------------
00-0C-41-68-6E-E2 = -77
00-18-F8-C9-99-96 = -73
6C-B0-CE-ED-2B-BB = -73
C4-04-15-22-DF-C4 = -81
F0-25-72-12-0B-F0 = -69
F0-25-72-12-0B-F2 = -71
F0-25-72-12-0B-F4 = -71
F0-25-72-12-0B-F6 = -71
F0-25-72-70-BD-40 = -53
F0-25-72-70-BD-42 = -53
F0-25-72-70-BD-44 = -55
F0-25-72-70-BD-46 = -55
F0-25-72-7D-0D-B0 = -57
F0-25-72-7D-0D-B2 = -57
F0-25-72-7D-0D-B4 = -57
F0-25-72-7D-0D-B6 = -57
F0-25-72-7D-70-A2 = -63
F0-25-72-7D-70-A4 = -63
F0-25-72-7D-70-A6 = -63
F0-25-72-7D-88-F0 = -63
F0-25-72-7D-88-F2 = -65
F0-25-72-7D-88-F4 = -61
F0-25-72-7D-88-F6 = -65
F0-25-72-7D-AB-C0 = -49
F0-25-72-7D-AB-C2 = -47
F0-25-72-7D-AB-C4 = -51
F0-25-72-7D-AB-C6 = -49
F0-25-72-7D-AB-D0 = -73
F0-25-72-7D-AB-D4 = -73
F0-25-72-7D-FC-50 = -49
F0-25-72-7D-FC-52 = -49
F0-25-72-7D-FC-54 = -47
F0-25-72-7D-FC-56 = -47
---------------------
00-18-F8-C9-99-96 = -73
6C-B0-CE-ED-2B-BB = -75
C4-04-15-22-DF-C4 = -81
F0-25-72-12-0B-F0 = -67
F0-25-72-12-0B-F2 = -69
F0-25-72-12-0B-F4 = -67
F0-25-72-12-0B-F6 = -71
F0-25-72-70-BD-40 = -53
F0-25-72-70-BD-42 = -53
F0-25-72-70-BD-44 = -53
F0-25-72-70-BD-46 = -53
F0-25-72-7D-0D-B0 = -57
F0-25-72-7D-0D-B2 = -51
F0-25-72-7D-0D-B4 = -53
F0-25-72-7D-0D-B6 = -53
F0-25-72-7D-19-02 = -71
F0-25-72-7D-19-06 = -75
F0-25-72-7D-70-A2 = -63
F0-25-72-7D-70-A4 = -63
F0-25-72-7D-75-20 = -65
F0-25-72-7D-75-22 = -65
F0-25-72-7D-75-24 = -67
F0-25-72-7D-88-F0 = -63
F0-25-72-7D-88-F2 = -65
F0-25-72-7D-88-F4 = -63
F0-25-72-7D-88-F6 = -65
F0-25-72-7D-AB-C0 = -47
F0-25-72-7D-AB-C4 = -51
F0-25-72-7D-AB-D4 = -75
F0-25-72-7D-FC-50 = -45
F0-25-72-7D-FC-52 = -45
F0-25-72-7D-FC-54 = -45
F0-25-72-7D-FC-56 = -45
---------------------
6C-B0-CE-ED-2B-BB = -75
F0-25-72-12-0B-F0 = -67
F0-25-72-12-0B-F2 = -63
F0-25-72-12-0B-F4 = -63
F0-25-72-12-0B-F6 = -63
F0-25-72-70-BD-40 = -53
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -53
F0-25-72-70-BD-46 = -55
F0-25-72-7D-19-02 = -71
F0-25-72-7D-19-06 = -75
F0-25-72-7D-70-A2 = -63
F0-25-72-7D-70-A4 = -67
F0-25-72-7D-75-20 = -63
F0-25-72-7D-75-22 = -65
F0-25-72-7D-75-24 = -63
F0-25-72-7D-AB-C0 = -49
F0-25-72-7D-AB-C2 = -51
F0-25-72-7D-AB-C4 = -49
F0-25-72-7D-AB-C6 = -49
F0-25-72-7D-FC-50 = -45
F0-25-72-7D-FC-52 = -45
F0-25-72-7D-FC-54 = -45
F0-25-72-7D-FC-56 = -45
---------------------
00-0C-41-68-6E-E2 = -73
00-18-F8-C9-99-96 = -77
F0-25-72-12-0B-F0 = -63
F0-25-72-12-0B-F2 = -67
F0-25-72-12-0B-F4 = -63
F0-25-72-12-0B-F6 = -65
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -55
F0-25-72-70-BD-46 = -55
F0-25-72-7D-0D-B0 = -55
F0-25-72-7D-0D-B2 = -55
F0-25-72-7D-0D-B4 = -55
F0-25-72-7D-0D-B6 = -55
F0-25-72-7D-70-A4 = -65
F0-25-72-7D-75-24 = -63
F0-25-72-7D-75-26 = -59
F0-25-72-7D-88-F0 = -65
F0-25-72-7D-88-F4 = -65
F0-25-72-7D-88-F6 = -65
F0-25-72-7D-AB-C0 = -57
F0-25-72-7D-AB-C2 = -57
F0-25-72-7D-AB-C4 = -57
F0-25-72-7D-AB-C6 = -57
F0-25-72-7D-FC-50 = -49
F0-25-72-7D-FC-54 = -47
---------------------
00-18-F8-C9-99-96 = -79
6C-B0-CE-ED-2B-BB = -71
F0-25-72-12-0B-F0 = -63
F0-25-72-12-0B-F2 = -71
F0-25-72-12-0B-F6 = -71
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -57
F0-25-72-7D-0D-B0 = -55
F0-25-72-7D-0D-B2 = -53
F0-25-72-7D-0D-B4 = -53
F0-25-72-7D-0D-B6 = -51
F0-25-72-7D-70-A0 = -65
F0-25-72-7D-70-A4 = -65
F0-25-72-7D-75-20 = -65
F0-25-72-7D-75-22 = -65
F0-25-72-7D-75-24 = -63
F0-25-72-7D-75-26 = -65
F0-25-72-7D-79-04 = -79
F0-25-72-7D-88-F0 = -67
F0-25-72-7D-88-F2 = -67
F0-25-72-7D-88-F4 = -65
F0-25-72-7D-88-F6 = -67
F0-25-72-7D-AB-C0 = -51
F0-25-72-7D-AB-C2 = -51
F0-25-72-7D-AB-C4 = -49
F0-25-72-7D-AB-C6 = -49
F0-25-72-7D-AB-D4 = -73
F0-25-72-7D-FC-52 = -47
F0-25-72-7D-FC-54 = -47
---------------------
00-18-F8-C9-99-96 = -79
6C-B0-CE-ED-2B-BB = -77
F0-25-72-12-0B-F0 = -71
F0-25-72-12-0B-F2 = -71
F0-25-72-12-0B-F4 = -71
F0-25-72-12-0B-F6 = -71
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -53
F0-25-72-70-BD-46 = -53
F0-25-72-7D-0D-B0 = -59
F0-25-72-7D-0D-B2 = -59
F0-25-72-7D-0D-B4 = -59
F0-25-72-7D-0D-B6 = -57
F0-25-72-7D-70-A0 = -65
F0-25-72-7D-70-A4 = -65
F0-25-72-7D-70-A6 = -63
F0-25-72-7D-75-20 = -69
F0-25-72-7D-75-22 = -67
F0-25-72-7D-75-24 = -67
F0-25-72-7D-75-26 = -67
F0-25-72-7D-79-04 = -79
F0-25-72-7D-88-F0 = -69
F0-25-72-7D-88-F2 = -69
F0-25-72-7D-88-F4 = -69
F0-25-72-7D-88-F6 = -67
F0-25-72-7D-AB-C0 = -51
F0-25-72-7D-AB-C2 = -49
F0-25-72-7D-AB-C4 = -49
F0-25-72-7D-AB-C6 = -51
F0-25-72-7D-FC-54 = -47
F0-25-72-7D-FC-56 = -47
---------------------
00-0C-41-68-6E-E2 = -69
00-18-F8-C9-99-96 = -81
6C-B0-CE-ED-2B-BB = -77
F0-25-72-12-0B-F0 = -71
F0-25-72-12-0B-F2 = -71
F0-25-72-12-0B-F4 = -75
F0-25-72-12-0B-F6 = -75
F0-25-72-70-4B-50 = -77
F0-25-72-70-4B-54 = -77
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -57
F0-25-72-70-BD-46 = -57
F0-25-72-7D-0D-B0 = -59
F0-25-72-7D-0D-B2 = -59
F0-25-72-7D-0D-B4 = -61
F0-25-72-7D-0D-B6 = -61
F0-25-72-7D-19-04 = -75
F0-25-72-7D-70-A0 = -63
F0-25-72-7D-70-A6 = -63
F0-25-72-7D-75-22 = -67
F0-25-72-7D-75-24 = -65
F0-25-72-7D-75-26 = -65
F0-25-72-7D-88-F2 = -65
F0-25-72-7D-88-F4 = -69
F0-25-72-7D-88-F6 = -65
F0-25-72-7D-AB-C0 = -53
F0-25-72-7D-AB-C2 = -53
F0-25-72-7D-AB-C4 = -53
F0-25-72-7D-AB-C6 = -55
F0-25-72-7D-AB-D0 = -73
F0-25-72-7D-AB-D4 = -73
F0-25-72-7D-FC-50 = -47
F0-25-72-7D-FC-54 = -47
---------------------
00-0C-41-68-6E-E2 = -71
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -69
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F0 = -71
F0-25-72-12-0B-F2 = -71
F0-25-72-12-0B-F4 = -71
F0-25-72-12-0B-F6 = -71
F0-25-72-70-4B-50 = -77
F0-25-72-70-4B-54 = -77
F0-25-72-70-4B-56 = -77
F0-25-72-70-BD-40 = -57
F0-25-72-70-BD-42 = -57
F0-25-72-70-BD-44 = -57
F0-25-72-70-BD-46 = -55
F0-25-72-7D-0D-B0 = -57
F0-25-72-7D-0D-B2 = -59
F0-25-72-7D-0D-B4 = -57
F0-25-72-7D-0D-B6 = -57
F0-25-72-7D-19-04 = -71
F0-25-72-7D-19-06 = -73
F0-25-72-7D-70-A0 = -61
F0-25-72-7D-70-A2 = -63
F0-25-72-7D-70-A4 = -61
F0-25-72-7D-75-24 = -67
F0-25-72-7D-75-26 = -67
F0-25-72-7D-88-F0 = -63
F0-25-72-7D-88-F2 = -65
F0-25-72-7D-88-F6 = -63
F0-25-72-7D-AB-C0 = -51
F0-25-72-7D-AB-C2 = -53
F0-25-72-7D-AB-C4 = -51
F0-25-72-7D-AB-C6 = -51
F0-25-72-7D-AB-D0 = -75
F0-25-72-7D-AB-D4 = -73
F0-25-72-7D-FC-50 = -49
F0-25-72-7D-FC-54 = -49
F0-25-72-7D-FC-56 = -49
---------------------
========== [FLAGGED] =============
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -71
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F0 = -71
F0-25-72-12-0B-F2 = -69
F0-25-72-12-0B-F6 = -69
F0-25-72-70-BD-40 = -55
F0-25-72-70-BD-42 = -55
F0-25-72-70-BD-44 = -55
F0-25-72-70-BD-46 = -55
F0-25-72-7D-0D-B0 = -61
F0-25-72-7D-0D-B2 = -57
F0-25-72-7D-0D-B4 = -57
F0-25-72-7D-0D-B6 = -55
F0-25-72-7D-70-A2 = -69
F0-25-72-7D-70-A6 = -69
F0-25-72-7D-75-20 = -67
F0-25-72-7D-75-22 = -69
F0-25-72-7D-75-24 = -67
F0-25-72-7D-88-F6 = -73
F0-25-72-7D-AB-C0 = -45
F0-25-72-7D-AB-C2 = -45
F0-25-72-7D-AB-C4 = -47
F0-25-72-7D-AB-C6 = -45
F0-25-72-7D-FC-52 = -49
F0-25-72-7D-FC-54 = -49
---------------------
00-18-F8-C9-99-96 = -79
6C-B0-CE-ED-2B-BB = -73
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F0 = -71
F0-25-72-12-0B-F2 = -73
F0-25-72-12-0B-F4 = -73
F0-25-72-12-0B-F6 = -73
F0-25-72-70-4B-50 = -73
F0-25-72-70-BD-40 = -55
F0-25-72-70-BD-42 = -49
F0-25-72-70-BD-44 = -51
F0-25-72-70-BD-46 = -51
F0-25-72-7D-0D-B0 = -63
F0-25-72-7D-0D-B2 = -61
F0-25-72-7D-0D-B4 = -63
F0-25-72-7D-0D-B6 = -55
F0-25-72-7D-70-A2 = -69
F0-25-72-7D-70-A4 = -65
F0-25-72-7D-70-A6 = -69
F0-25-72-7D-75-22 = -63
F0-25-72-7D-75-24 = -63
F0-25-72-7D-75-26 = -63
F0-25-72-7D-88-F4 = -75
F0-25-72-7D-88-F6 = -77
F0-25-72-7D-AB-C0 = -47
F0-25-72-7D-AB-C2 = -47
F0-25-72-7D-AB-C4 = -47
F0-25-72-7D-AB-C6 = -47
F0-25-72-7D-FC-50 = -49
F0-25-72-7D-FC-52 = -49
F0-25-72-7D-FC-54 = -49
F0-25-72-7D-FC-56 = -49
---------------------
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -73
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F0 = -73
F0-25-72-12-0B-F2 = -73
F0-25-72-12-0B-F4 = -73
F0-25-72-12-0B-F6 = -71
F0-25-72-70-4B-50 = -73
F0-25-72-70-4B-54 = -75
F0-25-72-70-BD-40 = -51
F0-25-72-70-BD-42 = -53
F0-25-72-70-BD-44 = -53
F0-25-72-70-BD-46 = -53
F0-25-72-7D-0D-B0 = -55
F0-25-72-7D-0D-B2 = -53
F0-25-72-7D-0D-B4 = -55
F0-25-72-7D-0D-B6 = -55
F0-25-72-7D-70-A0 = -71
F0-25-72-7D-70-A2 = -71
F0-25-72-7D-70-A4 = -69
F0-25-72-7D-75-24 = -63
F0-25-72-7D-75-26 = -67
F0-25-72-7D-88-F6 = -77
F0-25-72-7D-AB-C0 = -47
F0-25-72-7D-AB-C2 = -47
F0-25-72-7D-AB-C4 = -47
F0-25-72-7D-AB-C6 = -51
F0-25-72-7D-AB-D0 = -77
F0-25-72-7D-AB-D2 = -75
F0-25-72-7D-AB-D4 = -77
F0-25-72-7D-FC-50 = -49
F0-25-72-7D-FC-52 = -49
F0-25-72-7D-FC-54 = -49
F0-25-72-7D-FC-56 = -49
---------------------
00-0C-41-68-6E-E2 = -69
00-18-F8-C9-99-96 = -81
6C-B0-CE-ED-2B-BB = -75
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F0 = -73
F0-25-72-12-0B-F2 = -73
F0-25-72-12-0B-F4 = -75
F0-25-72-12-0B-F6 = -69
F0-25-72-70-4B-54 = -75
F0-25-72-70-BD-40 = -51
F0-25-72-70-BD-42 = -51
F0-25-72-70-BD-44 = -51
F0-25-72-70-BD-46 = -49
F0-25-72-7D-0D-B0 = -63
F0-25-72-7D-0D-B2 = -65
F0-25-72-7D-0D-B4 = -63
F0-25-72-7D-0D-B6 = -63
F0-25-72-7D-70-A0 = -71
F0-25-72-7D-70-A2 = -75
F0-25-72-7D-70-A4 = -75
F0-25-72-7D-7C-A0 = -79
F0-25-72-7D-7C-A6 = -77
F0-25-72-7D-88-F0 = -71
F0-25-72-7D-88-F4 = -71
F0-25-72-7D-AB-C0 = -53
F0-25-72-7D-AB-C2 = -53
F0-25-72-7D-AB-C4 = -53
F0-25-72-7D-AB-C6 = -53
F0-25-72-7D-FC-50 = -53
F0-25-72-7D-FC-52 = -53
F0-25-72-7D-FC-54 = -53
F0-25-72-7D-FC-56 = -53
---------------------
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -63
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F0 = -73
F0-25-72-12-0B-F2 = -69
F0-25-72-12-0B-F4 = -69
F0-25-72-12-0B-F6 = -69
F0-25-72-70-4B-50 = -75
F0-25-72-70-BD-40 = -51
F0-25-72-70-BD-42 = -49
F0-25-72-70-BD-44 = -53
F0-25-72-70-BD-46 = -49
F0-25-72-7D-0D-B0 = -63
F0-25-72-7D-0D-B2 = -57
F0-25-72-7D-0D-B4 = -59
F0-25-72-7D-0D-B6 = -59
F0-25-72-7D-70-A2 = -75
F0-25-72-7D-70-A4 = -75
F0-25-72-7D-75-20 = -65
F0-25-72-7D-75-22 = -63
F0-25-72-7D-75-24 = -63
F0-25-72-7D-75-26 = -65
F0-25-72-7D-7C-A0 = -79
F0-25-72-7D-7C-A6 = -77
F0-25-72-7D-88-F0 = -75
F0-25-72-7D-88-F2 = -75
F0-25-72-7D-88-F4 = -73
F0-25-72-7D-88-F6 = -73
F0-25-72-7D-AB-C0 = -51
F0-25-72-7D-AB-C2 = -53
F0-25-72-7D-AB-C4 = -53
F0-25-72-7D-AB-C6 = -53
F0-25-72-7D-FC-50 = -51
F0-25-72-7D-FC-52 = -53
F0-25-72-7D-FC-54 = -53
F0-25-72-7D-FC-56 = -53
---------------------
00-18-F8-C9-99-96 = -75
6C-B0-CE-ED-2B-BB = -71
C4-04-15-22-DF-C4 = -81
F0-25-72-12-0B-F0 = -69
F0-25-72-12-0B-F2 = -71
F0-25-72-12-0B-F4 = -69
F0-25-72-12-0B-F6 = -71
F0-25-72-70-4B-50 = -75
F0-25-72-70-BD-40 = -47
F0-25-72-70-BD-42 = -47
F0-25-72-70-BD-44 = -47
F0-25-72-70-BD-46 = -49
F0-25-72-7D-0D-B0 = -61
F0-25-72-7D-0D-B2 = -61
F0-25-72-7D-0D-B4 = -61
F0-25-72-7D-0D-B6 = -61
F0-25-72-7D-70-A0 = -71
F0-25-72-7D-70-A4 = -67
F0-25-72-7D-75-20 = -65
F0-25-72-7D-75-22 = -63
F0-25-72-7D-75-24 = -63
F0-25-72-7D-75-26 = -65
F0-25-72-7D-79-00 = -77
F0-25-72-7D-7C-A0 = -79
F0-25-72-7D-7C-A6 = -77
F0-25-72-7D-88-F2 = -75
F0-25-72-7D-88-F4 = -73
F0-25-72-7D-88-F6 = -77
F0-25-72-7D-AB-C0 = -51
F0-25-72-7D-AB-C2 = -51
F0-25-72-7D-AB-C4 = -53
F0-25-72-7D-AB-C6 = -51
F0-25-72-7D-AB-D0 = -73
F0-25-72-7D-AB-D2 = -73
F0-25-72-7D-FC-50 = -51
F0-25-72-7D-FC-52 = -51
F0-25-72-7D-FC-54 = -51
F0-25-72-7D-FC-56 = -53
---------------------
00-18-F8-C9-99-96 = -77
6C-B0-CE-ED-2B-BB = -75
C4-04-15-22-DF-C4 = -79
F0-25-72-12-0B-F0 = -71
F0-25-72-12-0B-F2 = -71
F0-25-72-12-0B-F4 = -71
F0-25-72-12-0B-F6 = -69
F0-25-72-70-BD-40 = -51
F0-25-72-70-BD-42 = -51
F0-25-72-70-BD-44 = -51
F0-25-72-70-BD-46 = -51
